player,team,position,fumble_lost,pass_att,pass_comp,pass_int,pass_tds,pass_yds,rcv_rec,rcv_tds,rcv_yds,rush_att,rush_tds,rush_yds
Luke Stocke,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.75,97.35,0.0,0.0,0.0
Luke Willson,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.85,78.0,0.0,0.0,0.0
Lynn Bowden,MIA,RB,0.2,0.0,0.0,0.0,0.0,0.0,11.2,0.2,84.5,20.0,0.3,102.2
Mack Hollins,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.4,101.6,0.0,0.0,0.0
Malcolm Brown,LAR,RB,0.5,0.0,0.0,0.0,0.0,0.0,9.9,1.1,83.2,98.7,3.1,381.0
Malcolm Perry,MIA,RB,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.0,26.0,1.0,99.0
Malcolm Perry,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.0,26.0,1.0,99.0
Malik Turne,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.3,42.9,0.0,0.0,0.0
Marcedes Lewis,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.8,177.85,0.0,0.0,0.0
Marcus Kemp,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,20.4,0.0,0.0,0.0
Marcus Mariota,LV,QB,0.05,25.15,17.0,0.65,1.6,253.45,0.0,0.0,0.0,2.85,0.05,19.8
Mark Andrews,BAL,TE,0.75,0.0,0.0,0.0,0.0,0.0,58.1,8.3,809.75,0.0,0.0,0.0
Mark Ingram,BAL,RB,1.8,0.0,0.0,0.0,0.0,0.0,23.2,2.5,203.35,169.35,6.05,853.9
Marlon Mack,IND,RB,1.6,0.0,0.0,0.0,0.0,0.0,14.35,0.25,90.25,185.7,6.4,817.4
Marquez Valdes-Scantling,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,27.05,1.9,425.6,1.35,0.0,14.0
Marquise Brown,BAL,WR,0.75,0.0,0.0,0.0,0.0,0.0,62.85,6.7,863.9,12.65,0.65,120.0
Marvin Hall,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.1,182.3,0.0,0.0,0.0
Marvin Jones,DET,WR,0.75,0.0,0.0,0.0,0.0,0.0,64.0,7.2,857.3,1.4,0.0,0.45
Mason Rudolph,PIT,QB,0.05,23.15,15.0,1.15,1.15,208.5,0.0,0.0,0.0,2.85,0.05,10.6
Matt Barkley,BUF,QB,0.0,14.65,8.85,0.15,0.85,96.15,0.0,0.0,0.0,2.85,0.0,2.85
Matt Breida,MIA,RB,1.75,0.0,0.0,0.0,0.0,0.0,36.8,1.75,276.6,145.6,3.0,628.05
Matt Ryan,ATL,QB,4.1,637.55,426.35,15.25,28.05,4747.2,0.0,0.0,0.0,34.55,1.7,130.75
Matt Schaub,ATL,QB,0.0,19.5,13.5,0.75,0.75,145.5,0.0,0.0,0.0,3.0,0.0,2.25
Matt Slate,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,32.0,0.0,0.0,0.0
Matthew Stafford,DET,QB,4.05,566.95,360.75,14.0,25.65,4213.65,0.0,0.0,0.0,29.75,0.35,94.35
Maxx Williams,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,22.45,1.75,222.35,0.0,0.0,0.0
Mecole Hardman,KC,WR,1.5,0.0,0.0,0.0,0.0,0.0,35.9,5.85,603.15,6.05,0.1,25.65
Melvin Gordon,DEN,RB,1.7,0.0,0.0,0.0,0.0,0.0,45.15,1.8,369.3,182.95,7.5,736.55
Michael Burton,NO,RB,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,8.4,1.9,0.0,4.7
Michael Gallup,DAL,WR,0.75,0.0,0.0,0.0,0.0,0.0,62.4,6.05,1044.5,0.0,0.0,0.0
Michael Pittman,IND,WR,0.75,0.0,0.0,0.0,0.0,0.0,46.5,3.95,670.5,2.0,0.0,8.65
Michael Thomas,NO,WR,0.75,0.0,0.0,0.0,0.0,0.0,132.85,9.05,1576.1,0.15,0.0,-1.05
Michael Walke,JAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,48.3,0.0,0.0,0.0
Mike Boone,MIN,RB,0.2,0.0,0.0,0.0,0.0,0.0,3.9,0.1,34.6,29.5,0.9,140.1
Mike Davis,CAR,RB,0.75,0.0,0.0,0.0,0.0,0.0,17.45,0.05,106.6,72.6,2.7,297.7
Mike Evans,TB,WR,0.75,0.0,0.0,0.0,0.0,0.0,69.95,7.2,1183.45,0.25,0.0,1.55
Mike Gesicki,MIA,TE,1.5,0.0,0.0,0.0,0.0,0.0,57.75,4.15,639.1,0.0,0.0,0.0
Mike Thomas,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,21.7,0.0,0.0,0.0
Mike Williams,LAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,42.15,4.7,724.4,4.2,0.75,18.5
Miles Boykin,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,28.8,4.1,395.75,0.0,0.0,0.0
Miles Sanders,PHI,RB,2.55,0.0,0.0,0.0,0.0,0.0,54.9,2.7,528.1,220.9,5.0,993.0
Mitchell Trubisky,CHI,QB,0.85,436.9,282.45,10.6,17.2,2782.65,0.0,0.0,0.0,32.15,1.3,146.25
Mo Alie-Cox,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,18.45,2.2,262.35,0.0,0.0,0.0
MyCole Pruitt,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.1,116.6,0.0,0.0,0.0
Myles Gaskin,MIA,RB,0.1,0.0,0.0,0.0,0.0,0.0,6.8,0.2,50.1,19.6,0.8,98.1
N'Keal Harry,NE,WR,0.75,0.0,0.0,0.0,0.0,0.0,46.3,5.25,576.6,8.45,0.05,61.4
Nathan Peterman,LV,QB,0.0,4.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,4.0
Nelson Agholo,LV,WR,0.75,0.0,0.0,0.0,0.0,0.0,39.2,2.2,440.6,2.2,0.0,22.15
Nick Boyle,BAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,31.4,2.85,320.3,0.0,0.0,0.0
Nick Chubb,CLE,RB,2.55,0.0,0.0,0.0,0.0,0.0,20.45,1.05,161.75,268.5,8.95,1294.5
Nick Foles,CHI,QB,0.95,114.35,73.5,3.65,5.95,991.95,0.0,0.0,0.0,5.65,0.1,16.75
Nick Mullens,SF,QB,0.0,16.65,10.85,0.85,0.65,131.5,0.0,0.0,0.0,3.35,0.0,3.35
Nick Vannett,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,18.4,1.1,175.3,0.0,0.0,0.0
Noah Brown,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.6,96.5,0.0,0.0,0.0
Noah Fant,DEN,TE,0.75,0.0,0.0,0.0,0.0,0.0,51.8,4.75,714.2,0.0,0.0,0.0
Nsimba Webste,LAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.2,42.5,0.0,0.0,0.0
Nyheim Hines,IND,RB,0.75,0.0,0.0,0.0,0.0,0.0,45.95,1.2,340.6,54.8,1.75,213.05
O.J. Howard,TB,TE,0.75,0.0,0.0,0.0,0.0,0.0,34.2,2.85,486.85,0.0,0.0,0.0
Odell Beckham,CLE,WR,0.75,0.0,0.0,0.0,0.0,0.0,75.35,6.2,1114.25,3.85,0.0,16.1
Olabisi Johnson,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,26.4,2.4,305.0,0.7,0.0,4.5
Olamide Zaccheaus,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.6,103.1,0.0,0.0,0.0
P.J. Walke,CAR,QB,0.0,18.0,12.0,0.0,1.0,125.0,0.0,0.0,0.0,1.0,0.0,4.0
Parris Campbell,IND,WR,0.75,0.0,0.0,0.0,0.0,0.0,37.65,2.9,432.05,5.35,0.05,41.2
Patrick Laird,MIA,RB,0.1,0.0,0.0,0.0,0.0,0.0,9.0,0.2,76.5,18.3,0.4,100.5
Patrick Mahomes,KC,QB,1.6,566.15,368.7,10.45,34.25,4561.5,0.0,0.0,0.0,59.8,3.4,338.0
Patrick Ricard,BAL,RB,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.3,44.9,1.0,0.0,2.5
Peyton Barbe,WAS,RB,0.85,0.0,0.0,0.0,0.0,0.0,8.4,0.1,50.4,71.55,1.9,266.3
Pharaoh Brown,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,115.0,0.0,0.0,0.0
Pharoh Coope,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.6,107.9,0.0,0.0,0.2
Philip Rivers,IND,QB,2.35,531.85,329.9,12.75,25.1,3748.1,0.0,0.0,0.0,17.2,0.1,32.05
Phillip Dorsett,SEA,WR,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.3,356.8,0.1,0.0,0.3
Phillip Lindsay,DEN,RB,1.5,0.0,0.0,0.0,0.0,0.0,38.3,0.9,256.55,150.55,4.65,668.75
Phillip Walke,CAR,QB,0.2,18.0,12.0,1.4,1.6,332.5,0.0,0.0,0.0,1.0,0.4,61.2
Preston Williams,MIA,WR,1.5,0.0,0.0,0.0,0.0,0.0,61.8,6.1,851.45,0.85,0.0,3.3
Qadree Ollison,ATL,RB,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,10.0,20.7,1.55,61.1
Quintez Cephus,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.2,33.0,0.0,0.0,0.0
Raheem Mostert,SF,RB,2.1,0.0,0.0,0.0,0.0,0.0,16.3,1.0,141.4,159.0,7.6,861.05
Randall Cobb,HOU,WR,0.75,0.0,0.0,0.0,0.0,0.0,48.65,2.95,621.6,2.65,0.05,13.4
Rashaad Penny,SEA,RB,1.0,0.0,0.0,0.0,0.0,0.0,7.25,0.15,65.8,57.85,1.7,275.4
Rashard Higgins,CLE,WR,0.5,0.0,0.0,0.0,0.0,0.0,20.3,2.15,298.45,0.0,0.0,0.0
Ray-Ray McCloud,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,75.4,0.0,0.0,0.0
Reggie Gilliam,BUF,RB,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,7.6,0.0,0.1,7.3
Rex Burkhead,NE,RB,0.75,0.0,0.0,0.0,0.0,0.0,20.55,0.35,188.1,58.55,1.9,223.35
Richie James,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.4,197.2,0.0,0.0,0.0
Ricky Seals-Jones,KC,TE,0.0,0.0,0.0,0.0,0.0,0.0,10.7,1.65,140.15,0.0,0.0,0.0
Rico Dowdle,DAL,RB,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,42.0,32.0,1.0,145.0
Riley Ridley,CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.1,165.5,0.0,0.0,0.0
Rob Gronkowski,TB,TE,0.75,0.0,0.0,0.0,0.0,0.0,48.05,3.8,760.0,0.0,0.0,0.0
Robby Anderson,CAR,WR,0.75,0.0,0.0,0.0,0.0,0.0,51.4,4.6,743.6,1.5,0.0,-0.09999999999999998
Robert Foste,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.5,87.9,0.0,0.0,0.0
Robert Griffin,BAL,QB,0.0,12.7,8.0,0.7,0.7,96.3,0.0,0.0,0.0,3.3,0.0,15.0
Robert Tonyan,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,17.45,2.4,208.65,0.0,0.0,0.0
Robert Woods,LAR,WR,0.75,0.0,0.0,0.0,0.0,0.0,89.8,4.55,1132.8,16.95,0.9,100.5
Ronald Jones,TB,RB,1.75,0.0,0.0,0.0,0.0,0.0,25.7,0.4,224.55,154.5,5.4,651.1
Ross Dwelley,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.6,48.65,0.0,0.0,0.0
Royce Freeman,DEN,RB,0.8,0.0,0.0,0.0,0.0,0.0,19.95,0.75,124.1,39.95,1.0,152.6
Russell Gage,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,38.5,2.6,445.3,3.3,0.1,22.4
Russell Wilson,SEA,QB,1.8,489.6,325.0,8.7,29.3,3961.05,0.0,0.0,0.0,72.05,2.2,370.35
Ryan Finley,CIN,QB,0.0,20.15,12.0,0.65,0.85,132.85,0.0,0.0,0.0,3.35,0.0,12.65
Ryan Fitzpatrick,MIA,QB,0.85,256.85,160.95,8.3,10.3,1735.9,0.0,0.0,0.0,25.5,1.6,120.3
Ryan Griffin,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,29.9,2.4,314.6,0.0,0.0,0.0
Ryan Izzo,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,9.35,1.0,121.65,0.0,0.0,0.0
Ryan Nall,CHI,RB,0.2,0.0,0.0,0.0,0.0,0.0,6.9,0.3,57.0,42.8,0.9,172.9
Ryan Tannehill,TEN,QB,3.4,429.55,283.4,11.25,24.3,3562.4,0.0,0.0,0.0,61.2,2.75,257.95
Ryquell Armstead,JAC,RB,1.0,0.0,0.0,0.0,0.0,0.0,12.45,1.55,121.55,93.2,1.85,323.75
Sam Darnold,NYJ,QB,2.6,517.0,326.5,18.8,22.45,3628.1,0.0,0.0,0.0,42.95,1.8,124.75
Samaje Perine,CIN,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,5.2,3.9,0.1,14.5
Sammy Watkins,KC,WR,0.75,0.0,0.0,0.0,0.0,0.0,60.25,4.25,809.8,3.45,0.0,28.75
Saquon Barkley,NYG,RB,2.25,0.0,0.0,0.0,0.0,0.0,72.65,2.85,583.7,270.65,9.5,1237.55
Scott Mille,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,21.2,1.2,254.0,1.2,0.1,8.1
Sean Mannion,MIN,QB,0.0,18.0,10.85,0.15,0.15,131.35,0.0,0.0,0.0,3.35,0.0,3.0
Seth Roberts,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.5,111.5,0.0,0.0,0.0
Sony Michel,NE,RB,1.7,0.0,0.0,0.0,0.0,0.0,9.6,0.15,69.5,165.6,4.85,667.0
Stanley Morgan,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,21.3,0.0,0.0,0.0
Stefon Diggs,BUF,WR,0.75,0.0,0.0,0.0,0.0,0.0,68.65,6.55,990.8,9.3,0.05,79.0
Stephen Anderson,LAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.3,33.8,0.0,0.0,0.0
Stephen Carlson,CLE,TE,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.65,76.6,0.0,0.0,0.0
Sterling Shepard,NYG,WR,0.75,0.0,0.0,0.0,0.0,0.0,72.75,4.35,846.6,4.65,0.0,43.25
Steven Sims,WAS,WR,0.75,0.0,0.0,0.0,0.0,0.0,50.95,5.2,535.6,10.0,0.75,81.45
T.J. Hockenson,DET,TE,0.75,0.0,0.0,0.0,0.0,0.0,53.7,3.2,619.15,0.0,0.0,0.0
T.J. Yeldon,BUF,RB,0.4,0.0,0.0,0.0,0.0,0.0,12.0,0.4,101.1,12.9,0.2,75.5
T.Y. Hilton,IND,WR,0.75,0.0,0.0,0.0,0.0,0.0,71.2,6.4,1073.75,0.0,0.0,0.0
Taiwan Jones,BUF,RB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,33.0,0.6,0.0,3.1
Tajae Sharpe,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.9,170.2,0.0,0.0,0.0
Tanner Hudson,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.6,72.3,0.0,0.0,0.0
Tarik Cohen,CHI,RB,1.7,0.0,0.0,0.0,0.0,0.0,71.05,3.35,540.35,97.9,2.0,352.4
Taysom Hill,NO,QB,0.06666666666666667,11.25,6.25,0.05,0.7,66.5,21.0,2.1,216.8,5.666666666666667,0.6666666666666666,57.199999999999996
Ted Ginn,CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,18.4,1.4,250.9,3.3,0.2,21.1
Teddy Bridgewate,CAR,QB,0.25,582.65,370.9,13.8,22.65,4011.65,0.0,0.0,0.0,21.1,0.45,61.0
Tee Higgins,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,36.2,2.8,478.2,0.0,0.0,0.0
Terry McLaurin,WAS,WR,0.75,0.0,0.0,0.0,0.0,0.0,70.55,6.7,1056.55,0.0,0.0,0.0
Tevin Coleman,SF,RB,1.5,0.0,0.0,0.0,0.0,0.0,13.5,0.95,113.35,157.75,4.85,680.25
Tim Patrick,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.2,207.8,0.1,0.0,0.4
Todd Gurley,ATL,RB,1.7,0.0,0.0,0.0,0.0,0.0,44.1,2.55,333.15,198.95,7.4,811.2
Tom Brady,TB,QB,0.95,556.25,348.35,11.75,28.8,4408.3,0.0,0.0,0.0,24.15,1.65,37.9
Tommy Sweeney,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6,73.5,0.0,0.0,0.0
Tony Pollard,DAL,RB,1.75,0.0,0.0,0.0,0.0,0.0,26.65,1.7,192.4,105.15,2.9,495.2
Travis Home,SEA,RB,0.1,0.0,0.0,0.0,0.0,0.0,7.4,0.2,62.9,14.4,0.5,54.5
Travis Kelce,KC,TE,0.75,0.0,0.0,0.0,0.0,0.0,97.65,7.35,1170.7,0.0,0.0,0.0
Trayveon Williams,CIN,RB,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.1,24.6,25.0,0.1,64.3
Tre'Quan Smith,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,27.2,4.65,380.9,0.65,0.0,2.0
Trent Sherfield,ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.4,69.1,0.0,0.0,0.0
Trent Taylo,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.9,197.0,0.0,0.0,0.0
Trenton Cannon,CAR,RB,0.1,0.0,0.0,0.0,0.0,0.0,4.4,0.2,33.4,1.2,0.2,36.6
Trevon Wesco,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.25,82.15,0.0,0.0,0.0
Trey Burton,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,22.6,2.1,230.55,0.0,0.0,0.0
Trey Quinn,JAC,WR,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,135.0,0.0,0.0,0.0
Tua Tagovailoa,MIA,QB,2.45,353.65,224.3,11.9,15.15,2564.55,0.0,0.0,0.0,19.75,1.1,97.9
Ty Johnson,DET,RB,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,15.7,2.0,0.2,31.3
Ty Montgomery,NO,RB,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.15,69.8,17.65,0.8,81.7
Tyler Boyd,CIN,WR,0.75,0.0,0.0,0.0,0.0,0.0,77.6,5.65,973.85,2.35,0.0,10.9
Tyler Conklin,MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.65,75.3,0.0,0.0,0.0
Tyler Davis,JAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,106.0,0.0,0.0,0.0
Tyler Eifert,JAC,TE,0.0,0.0,0.0,0.0,0.0,0.0,43.9,2.9,478.8,0.0,0.0,0.0
Tyler Ervin,GB,RB,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.1,50.6,7.6,0.0,25.3
Tyler Higbee,LAR,TE,0.75,0.0,0.0,0.0,0.0,0.0,67.1,4.25,771.8,0.0,0.0,0.0
Tyler Johnson,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.6,132.2,1.0,0.1,6.7
Tyler Kroft,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,19.4,1.85,206.65,0.0,0.0,0.0
Tyler Lockett,SEA,WR,0.75,0.0,0.0,0.0,0.0,0.0,74.6,7.7,1095.7,6.7,0.05,28.35
Tyreek Hill,KC,WR,0.75,0.0,0.0,0.0,0.0,0.0,84.1,8.7,1232.0,13.9,0.7,86.1
Tyrod Taylo,LAC,QB,1.55,467.5,298.1,13.5,20.0,3366.3,0.0,0.0,0.0,54.35,1.65,251.8
Van Jefferson,LAR,WR,0.75,0.0,0.0,0.0,0.0,0.0,34.75,2.0,504.2,1.35,0.0,6.65
Vance McDonald,PIT,TE,0.5,0.0,0.0,0.0,0.0,0.0,38.8,2.65,377.05,0.0,0.0,0.0
Ventell Bryant,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,13.9,0.0,0.0,0.0
Virgil Green,LAC,TE,1.0,0.0,0.0,0.0,0.0,0.0,13.75,1.45,144.0,0.0,0.0,0.0
Vyncint Smith,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.8,116.9,0.0,0.0,0.0
Wayne Gallman,NYG,RB,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.05,26.35,20.7,0.7,64.05
Will Dissly,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.25,316.85,0.0,0.0,0.0
Will Fulle,HOU,WR,0.75,0.0,0.0,0.0,0.0,0.0,66.4,5.1,934.05,1.35,0.05,9.0
Will Grie,CAR,QB,0.0,25.5,15.5,0.5,1.0,177.0,0.0,0.0,0.0,0.5,0.0,3.0
Willie Snead,BAL,WR,0.75,0.0,0.0,0.0,0.0,0.0,37.15,3.3,425.85,1.35,0.0,6.0
Xavier Grimble,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.3,41.3,0.0,0.0,0.0
Xavier Jones,LAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,10.8,0.0,0.2,28.5
Zach Ertz,PHI,TE,0.75,0.0,0.0,0.0,0.0,0.0,88.35,6.3,930.0,0.0,0.0,0.0
Zach Gentry,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.6,60.45,0.0,0.0,0.0
Zach Pascal,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,28.15,2.55,381.95,2.0,0.0,16.0
Zack Moss,BUF,RB,2.4,0.0,0.0,0.0,0.0,0.0,18.4,0.85,160.0,169.8,4.55,770.1
Zay Jones,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.9,138.6,0.0,0.0,0.3
