fumble_lost,pass_att,pass_comp,pass_int,pass_tds,pass_yds,player,position,rcv_rec,rcv_tds,rcv_yds,rush_att,rush_tds,rush_yds,team,source,pname_merge
0.0,,,,,,Keke Coutee,WR,6.0,0.4,65.0,3.7,0.2,24.5,HOU,FantasyPros,kekecoutee
0.0,,,,,,DeAndre Carte,WR,6.0,0.5,93.2,0.0,0.0,0.0,HOU,FantasyPros,deandrecarte
0.0,,,,,,Robert Foste,WR,6.6,0.5,87.9,0.0,0.0,0.0,GB,FantasyPros,robertfoste
0.0,,,,,,Ke'Shawn Vaughn,RB,3.0,0.0,23.1,21.6,0.4,67.3,TB,FantasyPros,keshawnvaughn
0.0,,,,,,Cody Core,WR,5.9,0.6,79.2,0.0,0.0,0.0,NYG,FantasyPros,codycore
0.0,,,,,,Byron Pringle,WR,5.4,0.5,83.1,0.0,0.0,0.0,KC,FantasyPros,byronpringle
0.1,,,,,,Alec Ingold,RB,6.1,0.2,40.9,4.6,0.3,39.2,LV,FantasyPros,alecingold
0.0,,,,,,Cedrick Wilson,WR,7.4,0.3,92.9,0.0,0.0,0.0,DAL,FantasyPros,cedrickwilson
0.0,,,,,,Deonte Harris,WR,6.8,0.5,79.3,0.0,0.0,0.0,NO,FantasyPros,deonteharris
0.0,,,,,,KeeSean Johnson,WR,6.3,0.5,82.8,0.0,0.0,0.0,ARI,FantasyPros,keeseanjohnson
0.0,,,,,,Tommy Sweeney,TE,6.0,0.6,73.5,0.0,0.0,0.0,BUF,FantasyPros,tommysweeney
0.0,,,,,,Chandler Cox,RB,7.1,0.5,44.6,15.0,0.0,28.6,MIA,FantasyPros,chandlercox
0.0,,,,,,Tanner Hudson,TE,6.2,0.6,72.3,0.0,0.0,0.0,TB,FantasyPros,tannerhudson
0.0,,,,,,J.P. Holtz,TE,6.5,0.6,71.1,0.0,0.0,0.0,CHI,FantasyPros,jpholtz
0.0,,,,,,Luke Willson,TE,6.8,0.7,65.0,0.0,0.0,0.0,SEA,FantasyPros,lukewillson
0.0,,,,,,C.J. Board,WR,6.1,0.4,79.4,0.0,0.0,0.0,NYG,FantasyPros,cjboard
0.0,,,,,,Alex Erickson,WR,7.1,0.4,79.0,0.2,0.0,1.3,CIN,FantasyPros,alexerickson
0.0,,,,,,Deon Yelde,TE,5.6,0.7,60.9,0.0,0.0,0.0,KC,FantasyPros,deonyelde
0.0,,,,,,Trayveon Williams,RB,3.1,0.1,24.6,25.0,0.1,64.3,CIN,FantasyPros,trayveonwilliams
0.0,,,,,,Cody Holliste,WR,4.6,0.4,76.5,0.0,0.0,0.0,TEN,FantasyPros,codyholliste
0.0,,,,,,Elijhaa Penny,RB,4.1,0.1,25.2,0.0,0.3,47.6,NYG,FantasyPros,elijhaapenny
0.0,,,,,,Luke Stocke,TE,6.6,0.5,65.7,0.0,0.0,0.0,ATL,FantasyPros,lukestocke
0.0,,,,,,Antony Auclai,TE,6.0,0.6,61.2,0.0,0.0,0.0,TB,FantasyPros,antonyauclai
0.0,,,,,,Trevon Wesco,TE,6.5,0.5,65.3,0.0,0.0,0.0,NYJ,FantasyPros,trevonwesco
0.0,,,,,,Ray-Ray McCloud,WR,4.5,0.3,75.4,0.0,0.0,0.0,PIT,FantasyPros,rayraymccloud
0.0,,,,,,Wayne Gallman,RB,3.0,0.1,21.7,16.4,0.4,43.1,NYG,FantasyPros,waynegallman
0.0,,,,,,Dante Pettis,WR,4.0,0.4,70.6,0.0,0.0,0.0,SF,FantasyPros,dantepettis
0.1,,,,,,Trenton Cannon,RB,4.4,0.2,33.4,1.2,0.2,36.6,CAR,FantasyPros,trentoncannon
0.0,,,,,,Jeff Smith,WR,5.6,0.4,68.3,0.0,0.0,0.0,NYJ,FantasyPros,jeffsmith
0.0,,,,,,Brandon Zylstra,WR,4.8,0.4,65.0,0.0,0.0,0.0,CAR,FantasyPros,brandonzylstra
0.0,,,,,,Trent Sherfield,WR,4.9,0.4,69.1,0.0,0.0,0.0,ARI,FantasyPros,trentsherfield
0.0,,,,,,Durham Smythe,TE,6.4,0.5,60.3,0.0,0.0,0.0,MIA,FantasyPros,durhamsmythe
0.0,,,,,,John Ursua,WR,4.6,0.4,63.1,0.0,0.0,0.0,SEA,FantasyPros,johnursua
0.0,,,,,,Buddy Howell,RB,4.0,0.2,26.9,10.5,0.3,34.1,HOU,FantasyPros,buddyhowell
0.0,,,,,,D'Ernest Johnson,RB,2.5,0.0,26.8,11.0,0.3,35.8,CLE,FantasyPros,dernestjohnson
0.0,,,,,,K.J. Osborn,WR,6.0,0.0,83.0,0.0,0.0,0.0,MIN,FantasyPros,kjosborn
0.0,,,,,,Khari Blasingame,RB,4.8,0.2,36.2,13.2,0.0,33.1,TEN,FantasyPros,khariblasingame
0.0,,,,,,Tyler Ervin,RB,7.5,0.1,50.6,7.6,0.0,25.3,GB,FantasyPros,tylerervin
0.0,,,,,,Alex Armah,RB,2.7,0.0,11.3,10.2,0.8,21.4,CAR,FantasyPros,alexarmah
0.0,,,,,,Keith Smith,RB,4.7,0.2,28.0,5.8,0.2,23.6,ATL,FantasyPros,keithsmith
0.0,,,,,,Johnny Mundt,TE,4.7,0.4,48.6,0.0,0.0,0.0,LAR,FantasyPros,johnnymundt
0.0,,,,,,John Hightowe,WR,3.3,0.3,56.3,0.0,0.0,0.0,PHI,FantasyPros,johnhightowe
0.0,,,,,,Alexander Hollins,WR,3.8,0.3,53.2,0.0,0.0,0.0,MIN,FantasyPros,alexanderhollins
0.0,,,,,,Derek Watt,RB,4.5,0.2,30.9,4.2,0.2,14.2,PIT,FantasyPros,derekwatt
0.0,,,,,,Patrick Ricard,RB,6.4,0.3,44.9,1.0,0.0,2.5,BAL,FantasyPros,patrickricard
0.0,,,,,,Tyler Conklin,TE,4.3,0.3,47.6,0.0,0.0,0.0,MIN,FantasyPros,tylerconklin
0.0,,,,,,Gehrig Diete,WR,3.6,0.3,46.2,0.0,0.0,0.0,KC,FantasyPros,gehrigdiete
0.0,,,,,,Chris Moore,WR,4.0,0.3,45.6,0.0,0.0,0.0,BAL,FantasyPros,chrismoore
0.0,,,,,,Eric Saubert,TE,4.6,0.3,45.0,0.0,0.0,0.0,CHI,FantasyPros,ericsaubert
0.0,,,,,,Stephen Carlson,TE,4.1,0.3,42.2,0.0,0.0,0.0,CLE,FantasyPros,stephencarlson
0.0,,,,,,Malik Turne,WR,3.5,0.3,42.9,0.0,0.0,0.0,DAL,FantasyPros,malikturne
0.0,,,,,,Jason Moore,WR,3.9,0.2,46.4,0.0,0.0,0.0,LAC,FantasyPros,jasonmoore
0.0,,,,,,Xavier Grimble,TE,3.7,0.3,41.3,0.0,0.0,0.0,IND,FantasyPros,xaviergrimble
0.0,,,,,,Michael Walke,WR,3.8,0.2,48.3,0.0,0.0,0.0,JAC,FantasyPros,michaelwalke
0.0,,,,,,Keith Kirkwood,WR,3.7,0.2,47.6,0.0,0.0,0.0,CAR,FantasyPros,keithkirkwood
0.0,,,,,,Ty Johnson,RB,2.1,0.1,15.7,2.0,0.2,31.3,DET,FantasyPros,tyjohnson
0.0,,,,,,Nsimba Webste,WR,2.8,0.2,42.5,0.0,0.0,0.0,LAR,FantasyPros,nsimbawebste
0.0,,,,,,Xavier Jones,RB,1.5,0.1,10.8,0.0,0.2,28.5,LAR,FantasyPros,xavierjones
0.0,,,,,,Stephen Anderson,TE,3.5,0.3,33.8,0.0,0.0,0.0,LAC,FantasyPros,stephenanderson
0.0,,,,,,Anthony Sherman,RB,4.1,0.3,28.5,1.6,0.0,3.4,KC,FantasyPros,anthonysherman
0.0,,,,,,Lee Smith,TE,3.7,0.3,30.6,0.0,0.0,0.0,BUF,FantasyPros,leesmith
0.0,,,,,,Taiwan Jones,RB,3.0,0.2,33.0,0.6,0.0,3.1,BUF,FantasyPros,taiwanjones
0.0,,,,,,Quintez Cephus,WR,2.9,0.2,33.0,0.0,0.0,0.0,DET,FantasyPros,quintezcephus
0.0,,,,,,Rico Gafford,CB,2.6,0.2,30.7,0.0,0.0,0.0,LV,FantasyPros,ricogafford
0.0,,,,,,Cethan Carte,TE,2.8,0.2,27.7,0.0,0.0,0.0,CIN,FantasyPros,cethancarte
0.0,,,,,,Bennie Fowle,WR,2.4,0.2,27.6,0.0,0.0,0.0,NO,FantasyPros,benniefowle
0.0,,,,,,Matt Slate,WR,1.0,0.1,32.0,0.0,0.0,0.0,NE,FantasyPros,mattslate
0.0,,,,,,Dwayne Washington,RB,0.9,0.0,6.4,5.0,0.2,19.9,NO,FantasyPros,dwaynewashington
0.0,,,,,,Ashton Dulin,WR,1.7,0.1,27.3,0.0,0.0,0.0,IND,FantasyPros,ashtondulin
0.0,,,,,,Jason Croom,TE,2.3,0.2,23.2,0.0,0.0,0.0,BUF,FantasyPros,jasoncroom
0.0,,,,,,Mike Thomas,WR,1.7,0.2,21.7,0.0,0.0,0.0,CIN,FantasyPros,mikethomas
0.0,,,,,,Zach Gentry,TE,2.0,0.2,20.9,0.0,0.0,0.0,PIT,FantasyPros,zachgentry
0.0,,,,,,Stanley Morgan,WR,1.7,0.2,21.3,0.0,0.0,0.0,CIN,FantasyPros,stanleymorgan
0.0,,,,,,Diontae Spence,WR,2.0,0.1,24.1,0.0,0.0,0.0,DEN,FantasyPros,diontaespence
0.0,,,,,,Jason Huntley,RB,1.1,0.1,8.6,0.0,0.1,12.8,PHI,FantasyPros,jasonhuntley
0.0,,,,,,Jakob Johnson,RB,1.8,0.2,13.9,1.4,0.0,5.5,NE,FantasyPros,jakobjohnson
0.0,,,,,,Freddie Swain,WR,1.6,0.1,20.5,0.0,0.0,0.0,SEA,FantasyPros,freddieswain
0.0,,,,,,Samaje Perine,RB,0.6,0.0,5.2,3.9,0.1,14.5,CIN,FantasyPros,samajeperine
0.0,,,,,,Marcus Kemp,WR,1.3,0.1,20.4,0.0,0.0,0.0,KC,FantasyPros,marcuskemp
0.0,,,,,,Jordan Franks,TE,1.5,0.2,14.9,0.0,0.0,0.0,CIN,FantasyPros,jordanfranks
0.0,,,,,,Josh Bellamy,WR,1.6,0.1,19.2,0.0,0.0,0.0,NYJ,FantasyPros,joshbellamy
0.0,,,,,,DeAndrew White,WR,1.4,0.1,17.2,0.0,0.0,0.0,BAL,FantasyPros,deandrewwhite
0.0,,,,,,Reggie Gilliam,RB,1.2,0.1,7.6,0.0,0.1,7.3,BUF,FantasyPros,reggiegilliam
0.0,,,,,,Lil'Jordan Humphrey,WR,1.1,0.1,13.5,0.0,0.0,0.0,NO,FantasyPros,liljordanhumphrey
0.0,,,,,,JoJo Natson,WR,0.7,0.0,19.4,0.0,0.0,0.0,CLE,FantasyPros,jojonatson
0.0,,,,,,Ross Dwelley,TE,1.2,0.2,11.3,0.0,0.0,0.0,SF,FantasyPros,rossdwelley
0.0,,,,,,Ventell Bryant,WR,1.0,0.1,13.9,0.0,0.0,0.0,DAL,FantasyPros,ventellbryant
0.0,,,,,,Alex Ellis,TE,1.0,0.2,9.9,0.0,0.0,0.0,NE,FantasyPros,alexellis
0.0,,,,,,Michael Burton,RB,2.0,0.1,8.4,1.9,0.0,4.7,NO,FantasyPros,michaelburton
0.0,,,,,,Hale Hentges,TE,1.0,0.0,10.8,0.0,0.0,0.0,WAS,FantasyPros,halehentges
0.0,,,,,,Cullen Gillaspia,RB,1.0,0.0,6.9,1.5,0.0,5.9,HOU,FantasyPros,cullengillaspia
0.0,,,,,,Isaiah Wright,WR,0.6,0.1,8.6,0.0,0.0,0.0,WAS,FantasyPros,isaiahwright
0.0,,,,,,Darrell Daniels,TE,0.8,0.0,9.4,0.0,0.0,0.0,ARI,FantasyPros,darrelldaniels
0.0,,,,,,Collin Johnson,WR,0.6,0.0,6.8,0.0,0.0,0.0,JAC,FantasyPros,collinjohnson
0.0,,,,,,Cam Batson,WR,0.1,0.0,2.8,0.0,0.0,0.0,TEN,FantasyPros,cambatson
2.4,469.5,302.5,12.1,29.7,3493.0,Lamar Jackson,QB,,,,160.8,5.8,967.9,BAL,FantasyPros,lamarjackson
1.2,573.3,374.4,10.9,34.5,4604.0,Patrick Mahomes,QB,,,,55.6,2.8,302.0,KC,FantasyPros,patrickmahomes
2.3,581.9,379.9,12.1,29.2,4551.9,Dak Prescott,QB,,,,64.4,3.7,261.4,DAL,FantasyPros,dakprescott
1.8,530.1,349.3,12.9,25.9,4018.6,Deshaun Watson,QB,,,,92.9,4.8,491.3,HOU,FantasyPros,deshaunwatson
1.6,500.2,329.0,8.4,29.6,3957.1,Russell Wilson,QB,,,,72.1,2.4,373.7,SEA,FantasyPros,russellwilson
2.9,525.4,310.4,13.2,21.3,3533.0,Josh Allen,QB,,,,115.4,6.8,624.7,BUF,FantasyPros,joshallen
1.9,565.3,365.7,12.8,24.6,3997.7,Kyler Murray,QB,,,,87.5,3.2,475.8,ARI,FantasyPros,kylermurray
3.2,633.1,421.7,13.5,28.1,4713.4,Matt Ryan,QB,,,,35.1,1.4,134.5,ATL,FantasyPros,mattryan
0.7,538.8,385.4,10.0,30.6,4226.2,Drew Brees,QB,,,,24.0,1.1,29.6,NO,FantasyPros,drewbrees
2.4,568.6,357.8,8.2,27.1,4103.9,Aaron Rodgers,QB,,,,44.9,1.2,188.9,GB,FantasyPros,aaronrodgers
0.9,570.5,360.7,10.5,28.6,4313.6,Tom Brady,QB,,,,24.3,1.3,38.8,TB,FantasyPros,tombrady
4.2,573.4,372.3,10.3,27.5,4048.4,Carson Wentz,QB,,,,57.8,1.7,213.2,PHI,FantasyPros,carsonwentz
1.4,505.1,309.3,13.3,23.3,3584.2,Cam Newton,QB,,,,111.3,3.8,398.6,NE,FantasyPros,camnewton
2.6,597.7,379.5,14.8,26.1,4362.8,Jared Goff,QB,,,,37.5,1.1,95.4,LAR,FantasyPros,jaredgoff
3.1,573.9,370.5,12.0,26.3,4294.3,Matthew Stafford,QB,,,,25.5,0.7,85.7,DET,FantasyPros,matthewstafford
2.8,455.1,299.8,11.5,24.6,3689.8,Ryan Tannehill,QB,,,,58.4,2.5,256.9,TEN,FantasyPros,ryantannehill
5.5,553.2,340.1,12.0,23.0,3839.1,Gardner Minshew,QB,,,,69.5,1.8,352.2,JAC,FantasyPros,gardnerminshew
7.9,566.2,355.2,16.0,25.0,3899.4,Daniel Jones,QB,,,,58.4,2.5,299.0,NYG,FantasyPros,danieljones
1.9,524.5,323.7,14.8,25.8,3935.2,Baker Mayfield,QB,,,,32.1,1.5,155.4,CLE,FantasyPros,bakermayfield
1.3,549.0,357.6,14.4,25.9,4016.8,Ben Roethlisberge,QB,,,,21.4,1.2,61.0,PIT,FantasyPros,benroethlisberge
2.8,488.5,325.0,14.4,27.0,3887.0,Jimmy Garoppolo,QB,,,,39.2,1.3,97.0,SF,FantasyPros,jimmygaroppolo
3.3,500.9,336.9,10.2,25.9,3859.5,Kirk Cousins,QB,,,,34.4,1.0,81.4,MIN,FantasyPros,kirkcousins
3.6,560.4,347.2,15.3,22.6,3883.5,Joe Burrow,QB,,,,43.2,1.8,237.0,CIN,FantasyPros,joeburrow
0.5,566.3,361.8,13.6,23.3,3940.3,Teddy Bridgewate,QB,,,,29.2,0.9,109.0,CAR,FantasyPros,teddybridgewate
3.0,531.5,338.9,12.8,22.8,3750.5,Drew Lock,QB,,,,42.1,1.2,183.8,DEN,FantasyPros,drewlock
1.7,534.7,339.8,13.5,25.2,3968.2,Philip Rivers,QB,,,,13.4,0.2,21.1,IND,FantasyPros,philiprivers
3.1,506.2,340.6,10.4,23.0,3780.1,Derek Ca,QB,,,,26.0,1.3,76.2,LV,FantasyPros,derekca
2.2,519.0,324.0,15.6,22.9,3670.2,Sam Darnold,QB,,,,43.9,1.6,144.5,NYJ,FantasyPros,samdarnold
1.1,449.0,282.2,10.0,17.0,2861.6,Tyrod Taylo,QB,,,,60.7,2.3,275.6,LAC,FantasyPros,tyrodtaylo
2.0,438.2,268.8,13.8,17.2,3057.4,Dwayne Haskins,QB,,,,29.7,0.8,135.3,WAS,FantasyPros,dwaynehaskins
0.7,409.8,262.9,9.2,15.4,2489.3,Mitchell Trubisky,QB,,,,39.3,1.6,173.5,CHI,FantasyPros,mitchelltrubisky
1.9,314.3,195.6,9.8,13.3,2311.1,Tua Tagovailoa,QB,,,,23.5,1.2,128.8,MIA,FantasyPros,tuatagovailoa
0.7,286.7,179.9,8.6,11.6,1933.8,Ryan Fitzpatrick,QB,,,,26.0,1.2,117.6,MIA,FantasyPros,ryanfitzpatrick
0.9,146.7,94.0,5.3,8.9,1440.9,Nick Foles,QB,,,,7.3,0.2,23.5,CHI,FantasyPros,nickfoles
0.4,74.3,44.0,3.9,4.6,867.0,Justin Herbert,QB,,,,10.7,0.6,111.6,LAC,FantasyPros,justinherbert
3.2,26.5,15.0,1.1,2.0,371.9,Jalen Hurts,QB,,,,27.0,1.3,124.3,PHI,FantasyPros,jalenhurts
0.0,59.5,38.0,1.5,3.0,418.5,Alex Smith,QB,,,,10.5,0.0,35.5,WAS,FantasyPros,alexsmith
0.2,10.5,5.5,0.1,0.4,56.0,Taysom Hill,QB,,,,16.0,1.0,167.6,NO,FantasyPros,taysomhill
0.2,19.0,12.0,1.2,1.7,331.6,John Wolford,QB,,,,1.0,0.4,55.4,LAR,FantasyPros,johnwolford
0.2,18.0,12.0,1.4,1.6,332.5,Phillip Walke,QB,,,,1.0,0.4,61.2,CAR,FantasyPros,phillipwalke
0.1,30.3,19.0,1.3,2.2,347.9,Marcus Mariota,QB,,,,3.7,0.1,27.6,LV,FantasyPros,marcusmariota
0.1,14.0,9.0,0.5,1.2,225.9,Jameis Winston,QB,,,,2.0,0.1,13.6,NO,FantasyPros,jameiswinston
0.1,18.0,11.5,1.1,1.4,253.0,Logan Woodside,QB,,,,0.5,0.1,5.3,TEN,FantasyPros,loganwoodside
0.1,16.0,8.0,0.7,1.3,205.2,Geno Smith,QB,,,,5.0,0.1,15.9,SEA,FantasyPros,genosmith
0.1,24.3,15.0,1.3,1.3,260.0,Mason Rudolph,QB,,,,1.7,0.1,7.2,PIT,FantasyPros,masonrudolph
0.1,20.7,12.3,1.2,1.0,206.9,Jeff Driskel,QB,,,,1.7,0.1,14.4,DEN,FantasyPros,jeffdriskel
0.0,19.0,11.5,0.0,1.0,136.0,Jordan Love,QB,,,,4.0,0.0,18.5,GB,FantasyPros,jordanlove
0.1,13.7,8.0,0.8,1.1,189.1,Blaine Gabbert,QB,,,,1.7,0.1,6.0,TB,FantasyPros,blainegabbert
0.0,25.3,15.7,0.7,1.0,179.0,Jarrett Stidham,QB,,,,3.7,0.0,9.7,NE,FantasyPros,jarrettstidham
0.1,5.5,3.0,0.5,0.7,179.8,Jacoby Brissett,QB,,,,1.0,0.1,9.7,IND,FantasyPros,jacobybrissett
0.0,25.5,15.5,0.5,1.0,177.0,Will Grie,QB,,,,0.5,0.0,3.0,CAR,FantasyPros,willgrie
0.1,17.3,11.0,0.9,1.0,189.0,AJ McCarron,QB,,,,0.7,0.0,6.4,HOU,FantasyPros,ajmccarron
0.1,12.3,8.0,0.7,0.8,187.7,Andy Dalton,QB,,,,1.7,0.0,8.1,DAL,FantasyPros,andydalton
0.0,14.0,8.3,0.7,0.8,188.5,Chase Daniel,QB,,,,1.7,0.0,8.5,DET,FantasyPros,chasedaniel
0.0,17.0,11.0,0.0,1.0,116.0,Jake Luton,QB,,,,1.0,0.0,3.0,JAC,FantasyPros,jakeluton
0.0,22.3,13.7,0.7,0.7,150.7,Colt McCoy,QB,,,,0.7,0.0,3.7,NYG,FantasyPros,coltmccoy
0.0,16.3,10.0,0.3,0.7,113.7,Ryan Finley,QB,,,,2.7,0.0,10.3,CIN,FantasyPros,ryanfinley
0.0,19.0,12.0,0.7,0.7,137.0,Case Keenum,QB,,,,0.7,0.0,1.7,CLE,FantasyPros,casekeenum
0.0,12.7,8.0,0.7,0.7,96.3,Robert Griffin,QB,,,,3.3,0.0,15.0,BAL,FantasyPros,robertgriffin
0.0,18.0,10.7,0.3,0.3,133.7,Sean Mannion,QB,,,,1.7,0.0,2.0,MIN,FantasyPros,seanmannion
0.0,11.5,7.0,0.0,0.5,74.0,Brett Hundley,QB,,,,2.0,0.0,8.0,ARI,FantasyPros,bretthundley
0.0,12.3,7.7,0.3,0.7,83.3,Matt Barkley,QB,,,,1.7,0.0,1.7,BUF,FantasyPros,mattbarkley
0.0,13.0,9.0,0.5,0.5,97.0,Matt Schaub,QB,,,,2.0,0.0,1.5,ATL,FantasyPros,mattschaub
0.0,10.7,7.0,0.0,0.3,79.7,Chad Henne,QB,,,,0.7,0.0,3.0,KC,FantasyPros,chadhenne
0.0,10.0,6.0,0.0,0.5,64.5,Brian Hoye,QB,,,,3.0,0.0,2.0,NE,FantasyPros,brianhoye
0.0,15.3,9.7,0.7,0.3,112.0,Nick Mullens,QB,,,,1.7,0.0,1.7,SF,FantasyPros,nickmullens
0.0,9.0,5.5,0.5,0.5,62.5,Joe Flacco,QB,,,,1.5,0.0,5.5,NYJ,FantasyPros,joeflacco
0.0,9.0,5.5,0.5,0.5,61.0,Kyle Allen,QB,,,,1.0,0.0,3.5,WAS,FantasyPros,kyleallen
0.0,10.0,6.0,0.0,0.0,64.0,Jacob Eason,QB,,,,1.0,0.0,2.0,IND,FantasyPros,jacobeason
0.0,4.0,2.0,0.0,0.0,27.0,Jake Fromm,QB,,,,0.0,0.0,1.0,BUF,FantasyPros,jakefromm
0.0,1.0,1.0,0.0,0.0,6.0,David Fales,QB,,,,0.0,0.0,0.0,NYJ,FantasyPros,davidfales
0.0,0.0,0.0,0.0,0.0,0.0,Tim Boyle,QB,,,,0.0,0.0,0.0,GB,FantasyPros,timboyle
0.0,0.0,0.0,0.0,0.0,0.0,Trace McSorley,QB,,,,0.0,0.0,0.0,BAL,FantasyPros,tracemcsorley
0.0,0.0,0.0,0.0,0.0,0.0,Matt Moore,QB,,,,0.0,0.0,0.0,KC,FantasyPros,mattmoore
0.0,0.0,0.0,0.0,0.0,0.0,Tyler Bray,QB,,,,0.0,0.0,0.0,CHI,FantasyPros,tylerbray
0.0,0.0,0.0,0.0,0.0,0.0,Ryan Griffin,QB,,,,0.0,0.0,0.0,TB,FantasyPros,ryangriffin
0.0,0.0,0.0,0.0,0.0,0.0,Nate Sudfeld,QB,,,,0.0,0.0,0.0,PHI,FantasyPros,natesudfeld
0.0,0.0,0.0,0.0,0.0,0.0,C.J. Beathard,QB,,,,0.0,0.0,0.0,SF,FantasyPros,cjbeathard
